,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_final_estimator__gamma,param_final_estimator__learning_rate,param_final_estimator__max_depth,param_gb__max_depth,param_gb__max_features,param_rf__max_features,params,split0_test_score,split1_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,mean_train_score,std_train_score
103,1079.7410131692886,13.928111910820007,0.8046847581863403,0.023436427116394043,5,0.01,8,5,2,5,"{'final_estimator__gamma': 5, 'final_estimator__learning_rate': 0.01, 'final_estimator__max_depth': 8, 'gb__max_depth': 5, 'gb__max_features': 2, 'rf__max_features': 5}",0.8201975691303122,0.819198500838739,0.8196980349845255,0.0004995341457865732,48,0.9548645162932008,0.9595354553643282,0.9571999858287645,0.0023354695355636834
117,1135.1630345582962,13.240312218666077,1.906236171722412,0.18752241134643555,5,0.1,3,5,5,5,"{'final_estimator__gamma': 5, 'final_estimator__learning_rate': 0.1, 'final_estimator__max_depth': 3, 'gb__max_depth': 5, 'gb__max_features': 5, 'rf__max_features': 5}",0.8185401851335198,0.8204845029489901,0.819512344041255,0.0009721589077351656,49,0.9481136203788397,0.9455149345878823,0.946814277483361,0.0012993428954787278
111,977.1265256404877,2.605891704559326,1.0666357278823853,0.42600691318511963,5,0.1,3,2,5,5,"{'final_estimator__gamma': 5, 'final_estimator__learning_rate': 0.1, 'final_estimator__max_depth': 3, 'gb__max_depth': 2, 'gb__max_features': 5, 'rf__max_features': 5}",0.820011412603965,0.818984462220123,0.819497937412044,0.0005134751919210201,50,0.9203009401689969,0.9111285978537551,0.915714769011376,0.0045861711576208886
5,1250.040066242218,0.19250154495239258,1.2995092868804932,0.04651045799255371,1,0.01,3,2,8,5,"{'final_estimator__gamma': 1, 'final_estimator__learning_rate': 0.01, 'final_estimator__max_depth': 3, 'gb__max_depth': 2, 'gb__max_features': 8, 'rf__max_features': 5}",0.8209287988303113,0.8179969359063303,0.8194628673683209,0.0014659314619905328,51,0.9095780459521501,0.9162805566633543,0.9129293013077522,0.0033512553556021007
80,1260.8591611385345,61.022839307785034,2.3091577291488647,0.09041750431060791,5,0.01,3,5,5,2,"{'final_estimator__gamma': 5, 'final_estimator__learning_rate': 0.01, 'final_estimator__max_depth': 3, 'gb__max_depth': 5, 'gb__max_features': 5, 'rf__max_features': 2}",0.8212070673513826,0.8176348566417099,0.8194209619965462,0.0017861053548363648,52,0.9661859668737816,0.9424860440465376,0.9543360054601595,0.01184996141362199
77,1152.6908946037292,56.39507865905762,1.109387993812561,0.06250345706939697,5,0.01,3,2,8,5,"{'final_estimator__gamma': 5, 'final_estimator__learning_rate': 0.01, 'final_estimator__max_depth': 3, 'gb__max_depth': 2, 'gb__max_features': 8, 'rf__max_features': 5}",0.8207330541961032,0.8181034874145208,0.8194182708053119,0.0013147833907912188,53,0.9179816415587142,0.9200106298644738,0.918996135711594,0.0010144941528797968
139,1051.548230290413,41.794520020484924,1.1250038146972656,0.10938453674316406,5,0.1,8,5,2,5,"{'final_estimator__gamma': 5, 'final_estimator__learning_rate': 0.1, 'final_estimator__max_depth': 8, 'gb__max_depth': 5, 'gb__max_features': 2, 'rf__max_features': 5}",0.8192294163219473,0.8195831748520978,0.8194062955870225,0.00017687926507520269,54,0.9469928904739493,0.9431731405802638,0.9450830155271066,0.001909874946842749
42,1264.5990649461746,114.53810012340546,2.8880860805511475,0.02891373634338379,1,0.1,3,5,2,2,"{'final_estimator__gamma': 1, 'final_estimator__learning_rate': 0.1, 'final_estimator__max_depth': 3, 'gb__max_depth': 5, 'gb__max_features': 2, 'rf__max_features': 2}",0.8215039881309764,0.8172858960926925,0.8193949421118345,0.0021090460191419136,55,0.938034266769184,0.9343215607417076,0.9361779137554458,0.00185635301373821
101,1110.7328770160675,1.6740663051605225,0.6640641689300537,0.0703132152557373,5,0.01,8,2,8,5,"{'final_estimator__gamma': 5, 'final_estimator__learning_rate': 0.01, 'final_estimator__max_depth': 8, 'gb__max_depth': 2, 'gb__max_features': 8, 'rf__max_features': 5}",0.8212282568655039,0.817514738942523,0.8193714979040134,0.0018567589614904567,56,0.935073844784387,0.9137036576083006,0.9243887511963438,0.010685093588043204
133,1077.6983798742294,0.32032477855682373,1.5937494039535522,0.062487244606018066,5,0.1,8,2,2,5,"{'final_estimator__gamma': 5, 'final_estimator__learning_rate': 0.1, 'final_estimator__max_depth': 8, 'gb__max_depth': 2, 'gb__max_features': 2, 'rf__max_features': 5}",0.8203802095978459,0.818351114014955,0.8193656618064005,0.0010145477914454415,57,0.9412067484273692,0.9270711571188752,0.9341389527731222,0.007067795654246978
109,964.2052190303802,5.003754377365112,0.8804171085357666,0.11959266662597656,5,0.1,3,2,2,5,"{'final_estimator__gamma': 5, 'final_estimator__learning_rate': 0.1, 'final_estimator__max_depth': 3, 'gb__max_depth': 2, 'gb__max_features': 2, 'rf__max_features': 5}",0.8183467284550116,0.8199993732243076,0.8191730508396595,0.0008263223846480261,58,0.9277670223068474,0.9225235361821307,0.925145279244489,0.0026217430623583504
46,1075.5880320072174,0.5636670589447021,1.9399672746658325,0.09167277812957764,1,0.1,3,5,8,2,"{'final_estimator__gamma': 1, 'final_estimator__learning_rate': 0.1, 'final_estimator__max_depth': 3, 'gb__max_depth': 5, 'gb__max_features': 8, 'rf__max_features': 2}",0.8196197429281189,0.8187181547436831,0.8191689488359011,0.0004507940922178766,59,0.9372881395418412,0.932643455338736,0.9349657974402886,0.002322342101552577
40,1096.5743242502213,47.15294682979584,1.1160157918930054,0.2966538667678833,1,0.1,3,2,8,2,"{'final_estimator__gamma': 1, 'final_estimator__learning_rate': 0.1, 'final_estimator__max_depth': 3, 'gb__max_depth': 2, 'gb__max_features': 8, 'rf__max_features': 2}",0.8212806653091425,0.8169993028645712,0.8191399840868568,0.002140681222285612,60,0.9035778359854254,0.8965539776453556,0.9000659068153904,0.0035119291700349
125,953.2620069980621,0.9714314937591553,0.848003625869751,0.017997026443481445,5,0.1,5,2,8,5,"{'final_estimator__gamma': 5, 'final_estimator__learning_rate': 0.1, 'final_estimator__max_depth': 5, 'gb__max_depth': 2, 'gb__max_features': 8, 'rf__max_features': 5}",0.8215035381226218,0.8166975978270948,0.8191005679748583,0.0024029701477634724,61,0.9129188190269354,0.9046247830690693,0.9087718010480024,0.004147017978933021
48,1212.5987941026688,61.77465999126434,1.1990022659301758,0.49900221824645996,1,0.1,5,2,2,2,"{'final_estimator__gamma': 1, 'final_estimator__learning_rate': 0.1, 'final_estimator__max_depth': 5, 'gb__max_depth': 2, 'gb__max_features': 2, 'rf__max_features': 2}",0.8181005217867026,0.8200438296688994,0.819072175727801,0.0009716539410984382,62,0.9346172632278524,0.9045494605511468,0.9195833618894996,0.015033901338352806
44,1135.8921756744385,0.31770849227905273,1.271626591682434,0.02275240421295166,1,0.1,3,5,5,2,"{'final_estimator__gamma': 1, 'final_estimator__learning_rate': 0.1, 'final_estimator__max_depth': 3, 'gb__max_depth': 5, 'gb__max_features': 5, 'rf__max_features': 2}",0.8192444840686102,0.818837816894958,0.819041150481784,0.00020333358682605995,63,0.9504914271073199,0.9307636092713717,0.9406275181893458,0.009863908917974118
86,1223.8907940387726,3.720156192779541,0.7422032356262207,0.007830142974853516,5,0.01,5,2,5,2,"{'final_estimator__gamma': 5, 'final_estimator__learning_rate': 0.01, 'final_estimator__max_depth': 5, 'gb__max_depth': 2, 'gb__max_features': 5, 'rf__max_features': 2}",0.8213219022835143,0.8167243941970445,0.8190231482402794,0.0022987540432349296,64,0.9221473343308331,0.8998813861500654,0.9110143602404492,0.01113297409038383
137,1100.4238196611404,11.13579261302948,0.5624973773956299,2.384185791015625e-07,5,0.1,8,2,8,5,"{'final_estimator__gamma': 5, 'final_estimator__learning_rate': 0.1, 'final_estimator__max_depth': 8, 'gb__max_depth': 2, 'gb__max_features': 8, 'rf__max_features': 5}",0.820755625981645,0.8172686685658004,0.8190121472737226,0.0017434787079222969,65,0.9203643183209165,0.911134731436007,0.9157495248784617,0.004614793442454745
97,1193.1805636882782,1.252187967300415,0.6562504768371582,0.03125262260437012,5,0.01,8,2,2,5,"{'final_estimator__gamma': 5, 'final_estimator__learning_rate': 0.01, 'final_estimator__max_depth': 8, 'gb__max_depth': 2, 'gb__max_features': 2, 'rf__max_features': 5}",0.8196411736471202,0.818374358096478,0.8190077658717991,0.0006334077753211154,66,0.9406150756530134,0.9417760131009965,0.9411955443770049,0.000580468723991534
116,977.718023777008,38.68757486343384,1.710939645767212,0.4296889305114746,5,0.1,3,5,5,2,"{'final_estimator__gamma': 5, 'final_estimator__learning_rate': 0.1, 'final_estimator__max_depth': 3, 'gb__max_depth': 5, 'gb__max_features': 5, 'rf__max_features': 2}",0.8199777954465916,0.8180291126729429,0.8190034540597673,0.00097434138682434,67,0.9500077279444807,0.9293652142228739,0.9396864710836773,0.01032125686080343
114,1055.975541472435,96.28371560573578,1.3264285326004028,0.5295532941818237,5,0.1,3,5,2,2,"{'final_estimator__gamma': 5, 'final_estimator__learning_rate': 0.1, 'final_estimator__max_depth': 3, 'gb__max_depth': 5, 'gb__max_features': 2, 'rf__max_features': 2}",0.8196158209286014,0.8183560197080996,0.8189859203183505,0.0006299006102509219,68,0.9381440034979726,0.9292880660215628,0.9337160347597677,0.0044279687382048905
19,938.7722655534744,17.248290419578552,1.433922529220581,0.5680811405181885,1,0.01,5,5,2,5,"{'final_estimator__gamma': 1, 'final_estimator__learning_rate': 0.01, 'final_estimator__max_depth': 5, 'gb__max_depth': 5, 'gb__max_features': 2, 'rf__max_features': 5}",0.8185688227399268,0.8191673145196997,0.8188680686298133,0.00029924588988644585,69,0.9481806415951601,0.927344972602602,0.937762807098881,0.010417834496279088
13,1116.0877174139023,188.82224094867706,1.1897399425506592,0.026263713836669922,1,0.01,5,2,2,5,"{'final_estimator__gamma': 1, 'final_estimator__learning_rate': 0.01, 'final_estimator__max_depth': 5, 'gb__max_depth': 2, 'gb__max_features': 2, 'rf__max_features': 5}",0.8178130444380856,0.8198903762681254,0.8188517103531054,0.0010386659150199429,70,0.9277974460301912,0.9187011923299466,0.9232493191800689,0.0045481268501222916
128,987.317391037941,66.67595326900482,1.3407840728759766,0.559532880783081,5,0.1,5,5,5,2,"{'final_estimator__gamma': 5, 'final_estimator__learning_rate': 0.1, 'final_estimator__max_depth': 5, 'gb__max_depth': 5, 'gb__max_features': 5, 'rf__max_features': 2}",0.8201268261349567,0.8174470397333596,0.8187869329341582,0.0013398932007985254,71,0.9498615043185512,0.9285793122117252,0.9392204082651382,0.010641096053413013
106,1186.5069003105164,57.062607526779175,2.1249990463256836,0.5781185626983643,5,0.01,8,5,8,2,"{'final_estimator__gamma': 5, 'final_estimator__learning_rate': 0.01, 'final_estimator__max_depth': 8, 'gb__max_depth': 5, 'gb__max_features': 8, 'rf__max_features': 2}",0.8208960219192712,0.816663589850323,0.818779805884797,0.00211621603447415,72,0.9597430304332252,0.9487118249943691,0.9542274277137972,0.0055156027194280255
135,1070.2608406543732,4.976527214050293,2.011072039604187,0.26104724407196045,5,0.1,8,2,5,5,"{'final_estimator__gamma': 5, 'final_estimator__learning_rate': 0.1, 'final_estimator__max_depth': 8, 'gb__max_depth': 2, 'gb__max_features': 5, 'rf__max_features': 5}",0.8197142566302706,0.8178430047165661,0.8187786306734184,0.0009356259568522596,73,0.9351087839612575,0.9165110966722773,0.9258099403167674,0.009298843644490129
8,1073.4178304672241,192.20833325386047,1.7570030689239502,0.2810025215148926,1,0.01,3,5,5,2,"{'final_estimator__gamma': 1, 'final_estimator__learning_rate': 0.01, 'final_estimator__max_depth': 3, 'gb__max_depth': 5, 'gb__max_features': 5, 'rf__max_features': 2}",0.8207488599739318,0.8166540812700537,0.8187014706219927,0.002047389351939044,74,0.9609543979734947,0.938052759764326,0.9495035788689103,0.011450819104584342
33,1201.4589000940323,52.48946797847748,2.1539965867996216,1.235944151878357,1,0.01,8,5,5,5,"{'final_estimator__gamma': 1, 'final_estimator__learning_rate': 0.01, 'final_estimator__max_depth': 8, 'gb__max_depth': 5, 'gb__max_features': 5, 'rf__max_features': 5}",0.8194238629066583,0.8178554238558665,0.8186396433812624,0.0007842195253958684,75,0.9459236363593193,0.9183528885198508,0.9321382624395851,0.013785373919734278
71,1372.6025966405869,384.1809092760086,2.0520026683807373,0.6770095825195312,1,0.1,8,5,8,5,"{'final_estimator__gamma': 1, 'final_estimator__learning_rate': 0.1, 'final_estimator__max_depth': 8, 'gb__max_depth': 5, 'gb__max_features': 8, 'rf__max_features': 5}",0.8181660639603034,0.8190268893158273,0.8185964766380653,0.0004304126777619488,76,0.9286556161549335,0.9230364894944574,0.9258460528246955,0.002809563330238074
94,1181.1905522346497,78.4412727355957,1.7402273416519165,0.41212451457977295,5,0.01,5,5,8,2,"{'final_estimator__gamma': 5, 'final_estimator__learning_rate': 0.01, 'final_estimator__max_depth': 5, 'gb__max_depth': 5, 'gb__max_features': 8, 'rf__max_features': 2}",0.8204960442403954,0.8166122875455328,0.818554165892964,0.0019418783474312584,77,0.9574896501249863,0.9436444050830469,0.9505670276040166,0.006922622520969701
113,960.1293255090714,0.6093772649765015,0.5781272649765015,0.01562035083770752,5,0.1,3,2,8,5,"{'final_estimator__gamma': 5, 'final_estimator__learning_rate': 0.1, 'final_estimator__max_depth': 3, 'gb__max_depth': 2, 'gb__max_features': 8, 'rf__max_features': 5}",0.8190648563220306,0.8179993455028681,0.8185321009124493,0.0005327554095812537,78,0.9046275316537616,0.9066968687015399,0.9056622001776508,0.0010346685238891151
10,1260.1586703062057,1.6295019388198853,2.169503927230835,0.01050114631652832,1,0.01,3,5,8,2,"{'final_estimator__gamma': 1, 'final_estimator__learning_rate': 0.01, 'final_estimator__max_depth': 3, 'gb__max_depth': 5, 'gb__max_features': 8, 'rf__max_features': 2}",0.8202307597173224,0.8168189092487692,0.8185248344830458,0.0017059252342765951,79,0.9538919621327948,0.9396289813557199,0.9467604717442574,0.0071314903885374425
63,1360.9059331417084,203.80410742759705,1.4545199871063232,0.5795164108276367,1,0.1,8,2,5,5,"{'final_estimator__gamma': 1, 'final_estimator__learning_rate': 0.1, 'final_estimator__max_depth': 8, 'gb__max_depth': 2, 'gb__max_features': 5, 'rf__max_features': 5}",0.8189061775936503,0.8180601641463694,0.8184831708700098,0.0004230067236404289,80,0.9239822603253972,0.8991259442613275,0.9115541022933624,0.012428158032034842
98,1099.9029904603958,161.9379266500473,0.8828072547912598,0.2734346389770508,5,0.01,8,2,5,2,"{'final_estimator__gamma': 5, 'final_estimator__learning_rate': 0.01, 'final_estimator__max_depth': 8, 'gb__max_depth': 2, 'gb__max_features': 5, 'rf__max_features': 2}",0.8214497991675713,0.815491963411014,0.8184708812892927,0.002978917878278642,81,0.925001154564779,0.9006597498077049,0.912830452186242,0.012170702378537068
134,1085.5983961820602,18.710299849510193,1.8854044675827026,0.25524842739105225,5,0.1,8,2,5,2,"{'final_estimator__gamma': 5, 'final_estimator__learning_rate': 0.1, 'final_estimator__max_depth': 8, 'gb__max_depth': 2, 'gb__max_features': 5, 'rf__max_features': 2}",0.8199698859782402,0.8168476477330033,0.8184087668556217,0.0015611191226184151,82,0.9104054315322466,0.8958441488307648,0.9031247901815057,0.007280641350740913
58,907.4502066373825,2.4547678232192993,0.9748687744140625,0.05681610107421875,1,0.1,5,5,8,2,"{'final_estimator__gamma': 1, 'final_estimator__learning_rate': 0.1, 'final_estimator__max_depth': 5, 'gb__max_depth': 5, 'gb__max_features': 8, 'rf__max_features': 2}",0.8177246827225534,0.8190849401557377,0.8184048114391456,0.0006801287165921766,83,0.9325759999068379,0.9254585918040901,0.929017295855464,0.0035587040513739288
38,1146.5981699228287,1.0066992044448853,1.2992225885391235,0.1122366189956665,1,0.1,3,2,5,2,"{'final_estimator__gamma': 1, 'final_estimator__learning_rate': 0.1, 'final_estimator__max_depth': 3, 'gb__max_depth': 2, 'gb__max_features': 5, 'rf__max_features': 2}",0.8182823127408653,0.8185197798590536,0.8184010462999594,0.00011873355909414185,84,0.920224292829512,0.911626597807961,0.9159254453187364,0.0042988475107755275
74,1090.2831435203552,64.86974048614502,0.9453245401382446,0.1640685796737671,5,0.01,3,2,5,2,"{'final_estimator__gamma': 5, 'final_estimator__learning_rate': 0.01, 'final_estimator__max_depth': 3, 'gb__max_depth': 2, 'gb__max_features': 5, 'rf__max_features': 2}",0.8210004455413081,0.8157927438751883,0.8183965947082482,0.0026038508330599175,85,0.9204497791863675,0.9002124382626139,0.9103311087244907,0.01011867046187681
22,1227.053682923317,1.697837233543396,1.4366670846939087,0.1787959337234497,1,0.01,5,5,8,2,"{'final_estimator__gamma': 1, 'final_estimator__learning_rate': 0.01, 'final_estimator__max_depth': 5, 'gb__max_depth': 5, 'gb__max_features': 8, 'rf__max_features': 2}",0.8191977645364185,0.8174404654167564,0.8183191149765874,0.000878649559831024,86,0.9440198130796529,0.9310764118336096,0.9375481124566312,0.006471700623021659
84,1031.737367272377,6.179524540901184,0.7694324254989624,0.011816859245300293,5,0.01,5,2,2,2,"{'final_estimator__gamma': 5, 'final_estimator__learning_rate': 0.01, 'final_estimator__max_depth': 5, 'gb__max_depth': 2, 'gb__max_features': 2, 'rf__max_features': 2}",0.8187624947306601,0.8178446530304837,0.818303573880572,0.00045892085008819583,87,0.9521160457730767,0.9149833180741737,0.9335496819236252,0.01856636384945154
142,622.8488138914108,7.021954894065857,0.6406253576278687,0.26562345027923584,5,0.1,8,5,8,2,"{'final_estimator__gamma': 5, 'final_estimator__learning_rate': 0.1, 'final_estimator__max_depth': 8, 'gb__max_depth': 5, 'gb__max_features': 8, 'rf__max_features': 2}",0.8208254183300927,0.8157725705323364,0.8182989944312146,0.0025264238988781385,88,0.9390701531639793,0.9324803017055623,0.9357752274347708,0.003294925729208531
2,1002.3976747989655,166.83126950263977,1.2215029001235962,0.18350064754486084,1,0.01,3,2,5,2,"{'final_estimator__gamma': 1, 'final_estimator__learning_rate': 0.01, 'final_estimator__max_depth': 3, 'gb__max_depth': 2, 'gb__max_features': 5, 'rf__max_features': 2}",0.8205507101632171,0.8159701199812586,0.8182604150722379,0.0022902950909792774,89,0.9227119694283854,0.9007935072921978,0.9117527383602916,0.010959231068093822
35,1371.9800761938095,232.17399036884308,1.0000782012939453,0.16337180137634277,1,0.01,8,5,8,5,"{'final_estimator__gamma': 1, 'final_estimator__learning_rate': 0.01, 'final_estimator__max_depth': 8, 'gb__max_depth': 5, 'gb__max_features': 8, 'rf__max_features': 5}",0.8180577911540866,0.8184630097354342,0.8182604004447604,0.00020260929067378308,90,0.9337553224735139,0.9190440950856812,0.9263997087795975,0.007355613693916352
29,1334.6410027742386,275.133890748024,0.9984793663024902,0.3744800090789795,1,0.01,8,2,8,5,"{'final_estimator__gamma': 1, 'final_estimator__learning_rate': 0.01, 'final_estimator__max_depth': 8, 'gb__max_depth': 2, 'gb__max_features': 8, 'rf__max_features': 5}",0.818856435148295,0.8176519941020457,0.8182542146251703,0.0006022205231246414,91,0.9094302424852273,0.9071928187413327,0.9083115306132801,0.0011187118719472866
122,978.2591762542725,4.383941411972046,0.781240701675415,0.18749070167541504,5,0.1,5,2,5,2,"{'final_estimator__gamma': 5, 'final_estimator__learning_rate': 0.1, 'final_estimator__max_depth': 5, 'gb__max_depth': 2, 'gb__max_features': 5, 'rf__max_features': 2}",0.819525793952306,0.8168430831040236,0.8181844385281648,0.0013413554241411552,92,0.9046238019291404,0.8946197128714561,0.8996217574002983,0.00500204452884212
130,1161.9216984510422,25.46206295490265,1.4218735694885254,0.09375143051147461,5,0.1,5,5,8,2,"{'final_estimator__gamma': 5, 'final_estimator__learning_rate': 0.1, 'final_estimator__max_depth': 5, 'gb__max_depth': 5, 'gb__max_features': 8, 'rf__max_features': 2}",0.8191394085720957,0.8170625989726916,0.8181010037723937,0.0010384047997020196,93,0.9337764975176628,0.9268718054760203,0.9303241514968416,0.0034523460208212287
82,1080.5805381536484,0.10936439037322998,1.6445544958114624,0.007798552513122559,5,0.01,3,5,8,2,"{'final_estimator__gamma': 5, 'final_estimator__learning_rate': 0.01, 'final_estimator__max_depth': 3, 'gb__max_depth': 5, 'gb__max_features': 8, 'rf__max_features': 2}",0.8200519795032389,0.8159752425468632,0.8180136110250511,0.002038368478187891,94,0.9597469981751806,0.9428629391972978,0.9513049686862391,0.008442029488941405
110,969.1403660774231,80.39995408058167,2.1562579870224,0.34374868869781494,5,0.1,3,2,5,2,"{'final_estimator__gamma': 5, 'final_estimator__learning_rate': 0.1, 'final_estimator__max_depth': 3, 'gb__max_depth': 2, 'gb__max_features': 5, 'rf__max_features': 2}",0.8187331447570718,0.8172546265417621,0.8179938856494169,0.0007392591076548771,95,0.9055424016518117,0.8890868555629328,0.8973146286073722,0.008227773044439446
